sample_index,source_trace_index,case_id,variant_frequency,trace_length,trace_sha256,alignment_cost
984,10646,206856,1,43,3d72d50d11f6aaa79a66d8d68ee784756d0a27b8c0d3b47be4f46acc1b63a87c,0
985,1246,177603,1,47,0dcf81fa7f697349152bc271500959620a5c8e2d18d588eaf15d0e8b68c48b7c,0
986,1419,178152,1,13,d5b98669ebf4c2e2e543061b901d8565ae1758e8eb62378d55ce827015158e30,0
987,7529,197156,1,55,917aaad031aecc488c501ea5bda14307d8cda41af9a9d372d60d2b0311dc69d7,0
988,2819,182509,1,104,62497953712ae7cf2a183231958f5a4f12e5ccec76347eb6caee0d498fd0ffaf,0
989,1086,177089,3,24,e6bb1724d6045483dc288a5cd94d0f3817fd93f912e12071a406b06647eef8d9,0
990,2359,181100,2,36,d31b47e031699a47e5f9006664a049eda59deed9edc0797d429e044b26354977,0
991,6359,193482,1,24,7cab1fd79294c6464b18e5f67250039550abce4212ba83010268902d8b1750b0,0
992,7606,197387,1,31,d7cfede0835033c31b71bfecaf9693948cad562386752ae469108a9af35f4346,0
993,9058,201918,1,36,1ac38d72a8dbf83e75f4a829b97870950116250d642a683a5d50d8afde31703a,0
994,13030,214205,1,21,757b923954d999ecb9b83470ea1d2b44b59dd6ba798e7dddb17906e1106755d1,0
995,6870,195103,1,49,2960b3963220de8da46005d50f7fc48b38e96fce165a09e541aab2d89ede0328,0
996,12384,212226,1,62,ecf0b75fdf84c71d9635ef4ecc570d42a0668dbbe819f5d89957847a23d868d9,0
997,10374,206026,1,28,ad898985a9df259b7e9a6ba0ff25d4a8cf119d32fd007df8224361543988407d,0
998,4809,188663,1,82,eb252ab2dbddb288ce2620c7b86bf7cb78cff4b81b8800ae39d31ad07689b69c,0
999,10366,206002,1,35,8d11182ea10f5d9750f83bdea8ea0a864cb49c53732ed69c9a850d4c0b212c8c,0
1000,10889,207632,1,32,102c74523fad07caff240e693a463d8d958920ccea2456f807f7a5b2ab474a67,0
